source,path,classification,canonical_twin,rationale,evidence_relevance
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/00_INBOX/USER_INTAKE/BATS_SPY_10m_CONSOLIDATION_REPORT.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — filename/path indicates verification or evidence use
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/00_INBOX/USER_INTAKE/Claude Fable 5 Just Built the Ultimate Agent Harness.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — filename/path indicates verification or evidence use
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/00_INBOX/USER_INTAKE/Opusu Fable Gibi Döndürüyorum 5 Kolay Adım.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — filename/path indicates verification or evidence use
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/00_INBOX/USER_INTAKE/README.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — filename/path indicates verification or evidence use
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/00_INBOX/USER_INTAKE/SPY_10m_tradingview__2024-06-03_to_2026-06-26.csv,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/.antigravityrules,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/__init__.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/core/__init__.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/core/config.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/core/confirmation.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/core/exits.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/core/gates.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/core/htf.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/core/indicators.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/core/instrument.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/core/ma.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/core/position_manager.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/core/position_sizer.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/core/results.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/core/rounding.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/core/runner.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/core/types.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/signals/__init__.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/signals/range_filter.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/signals/supertrend.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/tests/__init__.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/tests/test_advanced_confirm.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/tests/test_capital_block_fix.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/tests/test_htf_infrastructure.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/tests/test_l12_ma_filters.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/tests/test_l12_new_filters.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/tests/test_l18b_scaffold.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/tests/test_level_retest.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/tests/test_manual_tw_futures_audit.py,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — filename/path indicates verification or evidence use
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/tests/test_plan_b_gates.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/tests/test_producer_selection_range_filter.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/tests/test_range_filter.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/tests/test_runner_metrics_api.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/mtc_v2/tests/test_supertrend_smoke.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/pyproject.toml,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/README.md,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/test_band_calculation.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/test_parity.py,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/update_parity_files.py,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/00_PYTHON/update_tracker.py,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/01_PINE/MTC_V2.pine,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/01_PINE/README.md,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/03_DOCS/DEV_LOOP.md,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/03_DOCS/HANDOFF.md,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/03_DOCS/MTC_V2_ARCHITECTURE.md,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/03_DOCS/MTC_V2_INPUT_UI_SPEC.md,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/03_DOCS/PARITY_PROMPT_SHORT.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/03_DOCS/RUNBOOK.md,CANONICAL,,tracked fixed-point path with no legacy or evidence marker,UNKNOWN — no reliable evidence role established from path and bytes
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/04_AUDIT/AUDIT_6_PROMPT_LOCAL.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — filename/path indicates verification or evidence use
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/04_AUDIT/AUDIT_6_PROMPT_WEB.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — filename/path indicates verification or evidence use
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/04_AUDIT/CLAUDE_PENDING_GATE_RELEASE_AUDIT_v2.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — filename/path indicates verification or evidence use
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/04_AUDIT/DEEP_AUDIT_PROMPT.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — filename/path indicates verification or evidence use
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/04_AUDIT/MTC_V2_ARCHITECTURE_AUDIT_PENDING_20260314.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — filename/path indicates verification or evidence use
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/04_AUDIT/MTC_V2_Parity_Deep_Audit.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,"MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/01_TW_CHART_DATA/BINANCE_BTCUSDT.P, 60_consolidated_stable.csv",EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_007.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_060.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_061.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_062.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_063.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_064.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_065.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_066.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_067.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_068.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_069.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_070.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_071.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_072.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_073.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_074.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_075.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_076.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_077.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_078.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_079.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_080.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_081.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_082.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_083.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_084.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_085.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_086.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_087.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_088.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_089.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_090.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_091.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_092.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_093.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_094.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_095.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_096.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_097.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_098.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_099.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_100.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_101.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_102.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_103.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_104.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_105.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_106.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_107.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_108.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_109.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_110.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_111.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_112.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_113.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_114.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_115.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_116.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_117.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_118.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_119.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/01_MTC_PROJECT/05_PARITY/_nightly/case_overrides/case_120.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,HIGH — parity corpus or parity result
