path,size_bytes,mtime_iso,age_days_at_inventory,likely_owner,likely_purpose,classification,canonical_twin,evidence_relevance,classification_rationale,tracked_at_fixed_sha_same_path
MTC_COMMAND_CENTER/08_DASHBOARD_APP/apps/Deepreseach/Gemini.md,29299,2026-08-18T18:13:28+03:00,6.072,Gemini-assisted research (filename marker; human owner UNKNOWN),dashboard research input or visual reference: Gemini.md,EVIDENCE,,MEDIUM — research/data input whose provenance may matter,untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/08_DASHBOARD_APP/apps/Deepreseach/grok.md,13859,2026-08-18T18:16:23+03:00,6.07,Grok-assisted research (filename marker; human owner UNKNOWN),dashboard research input or visual reference: grok.md,EVIDENCE,,MEDIUM — research/data input whose provenance may matter,untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/08_DASHBOARD_APP/apps/Deepreseach/MAnus Dashboard & Observability for a Bar-Close Retail Trading Bot.md,51096,2026-08-18T17:53:51+03:00,6.085,UNKNOWN,dashboard research input or visual reference: MAnus Dashboard & Observability for a Bar-Close Retail Trading Bot.md,EVIDENCE,,MEDIUM — research/data input whose provenance may matter,untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/08_DASHBOARD_APP/apps/Deepreseach/preplexity.md,15551,2026-08-18T18:07:59+03:00,6.075,UNKNOWN,dashboard research input or visual reference: preplexity.md,EVIDENCE,,MEDIUM — research/data input whose provenance may matter,untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/08_DASHBOARD_APP/apps/Deepreseach/Protatip resimler/Cloude 1/ov_top.png,179420,2026-08-18T18:22:28+03:00,6.065,UNKNOWN,dashboard research input or visual reference: ov_top.png,EVIDENCE,,MEDIUM — research/data input whose provenance may matter,untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/08_DASHBOARD_APP/apps/Deepreseach/Protatip resimler/Cloude 1/perf.png,140507,2026-08-18T18:22:40+03:00,6.065,UNKNOWN,dashboard research input or visual reference: perf.png,EVIDENCE,,MEDIUM — research/data input whose provenance may matter,untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/08_DASHBOARD_APP/apps/Deepreseach/Protatip resimler/Cloude 1/risk.png,152143,2026-08-18T18:22:34+03:00,6.065,UNKNOWN,dashboard research input or visual reference: risk.png,EVIDENCE,,MEDIUM — research/data input whose provenance may matter,untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/08_DASHBOARD_APP/apps/Deepreseach/Protatip resimler/Cloude 1/signals.png,106786,2026-08-18T18:22:45+03:00,6.065,UNKNOWN,dashboard research input or visual reference: signals.png,EVIDENCE,,MEDIUM — research/data input whose provenance may matter,untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/08_DASHBOARD_APP/apps/Deepresearc 2/Chatgbt.md,40925,2026-08-20T11:43:30+03:00,4.342,UNKNOWN,dashboard research input or visual reference: Chatgbt.md,EVIDENCE,,MEDIUM — research/data input whose provenance may matter,untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/08_DASHBOARD_APP/apps/Deepresearc 2/Gemini.md,29801,2026-08-20T11:43:30+03:00,4.342,Gemini-assisted research (filename marker; human owner UNKNOWN),dashboard research input or visual reference: Gemini.md,EVIDENCE,,MEDIUM — research/data input whose provenance may matter,untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/AUDIT2_REFRESH_R1_CODEX_RUN_2026-08-12.log,1586359,2026-08-12T10:17:43+03:00,12.402,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: AUDIT2_REFRESH_R1_CODEX_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/BRIDGE_V2_SLIM_RUNTIME_DEPENDENCY_INVENTORY_2026-08-17.md,22925,2026-08-17T01:56:08+03:00,7.75,UNKNOWN,triage/audit/evidence artefact: BRIDGE_V2_SLIM_RUNTIME_DEPENDENCY_INVENTORY_2026-08-17.md,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/CLAIM_SYNTHESIS_CODEX_RUN_2026-08-12.log,110375,2026-08-12T19:30:38+03:00,12.018,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: CLAIM_SYNTHESIS_CODEX_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/CODEX_AUDIT_MASTER_BRIEF_RUN_2026-08-21.log,18700,2026-08-21T22:37:45+03:00,2.888,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: CODEX_AUDIT_MASTER_BRIEF_RUN_2026-08-21.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/CODEX_AUDIT_MASTER_BRIEF_VERDICT_2026-08-21.md,18497,2026-08-21T22:37:45+03:00,2.888,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: CODEX_AUDIT_MASTER_BRIEF_VERDICT_2026-08-21.md,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/CONSISTENCY_SWEEP_CODEX_RUN_2026-08-12.log,3315556,2026-08-12T18:04:44+03:00,12.078,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: CONSISTENCY_SWEEP_CODEX_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/D026_COUNT_RECHECK_CODEX_RUN_2026-08-12.log,2484913,2026-08-12T16:57:47+03:00,12.124,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: D026_COUNT_RECHECK_CODEX_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/D026_MAP_CODEX_RUN_2026-08-12.log,1617041,2026-08-12T14:47:30+03:00,12.215,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: D026_MAP_CODEX_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/D026_SECOND_RECHECK_GLM_RUN_2026-08-12.log,202,2026-08-12T18:51:16+03:00,12.045,GLM-assisted workflow (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: D026_SECOND_RECHECK_GLM_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/D026_THIRD_RECHECK_RUN_2026-08-12.log,202,2026-08-12T19:39:05+03:00,12.012,UNKNOWN,triage/audit/evidence artefact: D026_THIRD_RECHECK_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/DASHBOARD_V2_ARCHITECTURE_GAP_INVENTORY_2026-08-17.md,30459,2026-08-17T01:35:47+03:00,7.764,UNKNOWN,triage/audit/evidence artefact: DASHBOARD_V2_ARCHITECTURE_GAP_INVENTORY_2026-08-17.md,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/DASHBOARD_V2_EXTERNAL_PATTERN_ADDENDUM_2026-08-17.md,14584,2026-08-17T01:46:04+03:00,7.757,UNKNOWN,triage/audit/evidence artefact: DASHBOARD_V2_EXTERNAL_PATTERN_ADDENDUM_2026-08-17.md,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/FABLE_AUDIT_PROMPT_MASTER_BRIEF_2026-08-21.md,18832,2026-08-22T13:16:50+03:00,2.278,Claude/Fable (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: FABLE_AUDIT_PROMPT_MASTER_BRIEF_2026-08-21.md,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/FREEZE_INPUT_LEDGER_CODEX_RUN_2026-08-12.log,3053299,2026-08-12T14:47:07+03:00,12.215,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: FREEZE_INPUT_LEDGER_CODEX_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/GITATTR_DURABILITY_CODEX_RUN_2026-08-12.log,4272192,2026-08-12T15:42:20+03:00,12.177,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: GITATTR_DURABILITY_CODEX_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/INCOMPLETE_CORRECTION_SWEEP_RUN_2026-08-12.log,952519,2026-08-12T19:14:53+03:00,12.029,UNKNOWN,triage/audit/evidence artefact: INCOMPLETE_CORRECTION_SWEEP_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/KICKOFF_CORRECTIONS_CODEX_RUN_2026-08-12.log,557305,2026-08-12T21:35:41+03:00,11.931,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: KICKOFF_CORRECTIONS_CODEX_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/KICKOFF_PREFLIGHT_CODEX_RUN_2026-08-12.log,3669069,2026-08-12T20:54:39+03:00,11.96,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: KICKOFF_PREFLIGHT_CODEX_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/LEDGER_RP6_CROSSCHECK_GLM_RUN_2026-08-12.log,202,2026-08-12T16:48:36+03:00,12.131,GLM-assisted workflow (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: LEDGER_RP6_CROSSCHECK_GLM_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/MANDATED_SUITE_OPTIONS_CODEX_RUN_2026-08-12.log,3188534,2026-08-12T18:56:35+03:00,12.042,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: MANDATED_SUITE_OPTIONS_CODEX_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/NAUTILUSTRADER_TRANSCRIPT_FACT_CHECK_AND_MTC_ADOPTION_ASSESSMENT_2026-08-23.md,38020,2026-08-23T22:15:13+03:00,0.904,UNKNOWN,triage/audit/evidence artefact: NAUTILUSTRADER_TRANSCRIPT_FACT_CHECK_AND_MTC_ADOPTION_ASSESSMENT_2026-08-23.md,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/PACKET_SKELETONS_CODEXFREE_RUN_2026-08-12.log,302684,2026-08-12T21:07:35+03:00,11.951,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: PACKET_SKELETONS_CODEXFREE_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/PACKETS_9_10_11_SCOPE_CODEX_RUN_2026-08-12.log,1915389,2026-08-12T17:08:42+03:00,12.117,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: PACKETS_9_10_11_SCOPE_CODEX_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/PATHSCOPE_CLAUDEPRO_AUDIT_RUN_2026-08-12.log,5228,2026-08-12T23:50:12+03:00,11.838,Claude (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: PATHSCOPE_CLAUDEPRO_AUDIT_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/PATHSCOPE_R3_CODEX_AUDIT_RUN_2026-08-13.log,386321,2026-08-13T10:30:15+03:00,11.393,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: PATHSCOPE_R3_CODEX_AUDIT_RUN_2026-08-13.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/PREREG_CARRY_LIST_CODEX_RUN_2026-08-12.log,476636,2026-08-12T16:16:11+03:00,12.153,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: PREREG_CARRY_LIST_CODEX_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/PREREG_CLAIM_AUDIT_CODEX_RUN_2026-08-12.log,3860703,2026-08-12T19:16:23+03:00,12.028,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: PREREG_CLAIM_AUDIT_CODEX_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/ROUND_REPORT_AUDIT_CODEX_RUN_2026-08-12.log,537292,2026-08-12T19:05:40+03:00,12.035,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: ROUND_REPORT_AUDIT_CODEX_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/RP6_R17_CODEX_AUDIT_RUN_2026-08-12.log,473834,2026-08-12T21:54:28+03:00,11.918,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: RP6_R17_CODEX_AUDIT_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/RP6_R18_CLAUDEPRO_AUDIT_RUN_2026-08-13.log,2431,2026-08-13T00:03:42+03:00,11.828,Claude (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: RP6_R18_CLAUDEPRO_AUDIT_RUN_2026-08-13.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/RP6_R18_CLAUDEPRO_COMPLETION2_RUN_2026-08-13.log,3484,2026-08-13T05:59:18+03:00,11.581,Claude (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: RP6_R18_CLAUDEPRO_COMPLETION2_RUN_2026-08-13.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/RP6_R18_CLAUDEPRO_COMPLETION_RUN_2026-08-13.log,66,2026-08-13T00:54:59+03:00,11.793,Claude (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: RP6_R18_CLAUDEPRO_COMPLETION_RUN_2026-08-13.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/RP6_R18_REPAIR_CODEX_RUN_2026-08-12.log,7683859,2026-08-12T22:41:58+03:00,11.885,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: RP6_R18_REPAIR_CODEX_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/RP6_R19_CODEXFREE_RUN_2026-08-13.log,3964593,2026-08-13T08:32:55+03:00,11.475,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: RP6_R19_CODEXFREE_RUN_2026-08-13.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/RP7_CLAUDEPRO_AUDIT_RUN_2026-08-12.log,4042,2026-08-12T23:36:56+03:00,11.847,Claude (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: RP7_CLAUDEPRO_AUDIT_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/RP7_EXT_CLAUDEPRO_AUDIT_RUN_2026-08-13.log,4150,2026-08-13T06:15:27+03:00,11.57,Claude (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: RP7_EXT_CLAUDEPRO_AUDIT_RUN_2026-08-13.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/RP7_EXT_CODEX_AUDIT_RUN_2026-08-13.log,823691,2026-08-13T10:36:46+03:00,11.389,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: RP7_EXT_CODEX_AUDIT_RUN_2026-08-13.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/RP7_POST_R4_CLAUDEMAX_AUDIT_RUN_2026-08-13.log,6378,2026-08-13T12:03:06+03:00,11.329,Claude (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: RP7_POST_R4_CLAUDEMAX_AUDIT_RUN_2026-08-13.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/RP7_POST_R4_CODEX_AUDIT_RUN_2026-08-13.log,1129310,2026-08-13T11:46:03+03:00,11.341,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: RP7_POST_R4_CODEX_AUDIT_RUN_2026-08-13.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/RP7_ROWS_1_9_BUILD_CODEXFREE_RUN_2026-08-13.log,5401748,2026-08-13T00:05:14+03:00,11.827,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: RP7_ROWS_1_9_BUILD_CODEXFREE_RUN_2026-08-13.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/RP7_ROWS_1_9_GLM_ADVANCE_RUN_2026-08-13.log,2979,2026-08-13T01:04:21+03:00,11.786,GLM-assisted workflow (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: RP7_ROWS_1_9_GLM_ADVANCE_RUN_2026-08-13.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/RP7_ROWS_1_9_R2_CODEXFREE_RUN_2026-08-13.log,1462951,2026-08-13T01:18:17+03:00,11.777,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: RP7_ROWS_1_9_R2_CODEXFREE_RUN_2026-08-13.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/RP7_ROWS_1_9_R3_CODEXFREE_RUN_2026-08-13.log,3289814,2026-08-13T08:58:06+03:00,11.457,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: RP7_ROWS_1_9_R3_CODEXFREE_RUN_2026-08-13.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/RP7_ROWS_1_9_R4_CODEXFREE_RUN_2026-08-13.log,1744265,2026-08-13T10:53:26+03:00,11.377,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: RP7_ROWS_1_9_R4_CODEXFREE_RUN_2026-08-13.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/RP7_ROWS_1_9_REBUILD_CODEXFREE_RUN_2026-08-13.log,2030305,2026-08-13T00:41:35+03:00,11.802,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: RP7_ROWS_1_9_REBUILD_CODEXFREE_RUN_2026-08-13.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/RULE2_SWEEP_CODEX_RUN_2026-08-12.log,5412151,2026-08-12T19:56:04+03:00,12.0,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: RULE2_SWEEP_CODEX_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/RULE3_SWEEP_RUN_2026-08-12.log,202,2026-08-12T19:44:50+03:00,12.008,UNKNOWN,triage/audit/evidence artefact: RULE3_SWEEP_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/SELFQA_CLAIM_AUDIT_GLM_RUN_2026-08-12.log,202,2026-08-12T17:07:21+03:00,12.118,GLM-assisted workflow (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: SELFQA_CLAIM_AUDIT_GLM_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/SELFQA_CLAIM_TRANSPORT_PATHSCOPE_CODEX_RUN_2026-08-12.log,477843,2026-08-12T17:44:06+03:00,12.092,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: SELFQA_CLAIM_TRANSPORT_PATHSCOPE_CODEX_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/SELFQA_RP6_CODEX_RUN_2026-08-12.log,811466,2026-08-12T19:07:39+03:00,12.034,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: SELFQA_RP6_CODEX_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/SELFQA_RP7_CODEX_RUN_2026-08-12.log,788557,2026-08-12T18:56:48+03:00,12.042,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: SELFQA_RP7_CODEX_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/SELFQA_SEC102_CODEX_RUN_2026-08-12.log,862911,2026-08-12T19:25:02+03:00,12.022,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: SELFQA_SEC102_CODEX_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/SEV234_APPLY_CODEX_RUN_2026-08-12.log,658962,2026-08-12T19:59:43+03:00,11.998,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: SEV234_APPLY_CODEX_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/STALE_REMEDIATION_CODEX_RUN_2026-08-12.log,621512,2026-08-12T19:53:30+03:00,12.002,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: STALE_REMEDIATION_CODEX_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/STATUS_SWEEP_GLM_RUN_2026-08-12.log,202,2026-08-12T16:51:36+03:00,12.128,GLM-assisted workflow (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: STATUS_SWEEP_GLM_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/STRATEGY_RESEARCH_OWNER_DECISION_PACKET_2026-08-17.md,13230,2026-08-17T01:40:41+03:00,7.761,UNKNOWN,triage/audit/evidence artefact: STRATEGY_RESEARCH_OWNER_DECISION_PACKET_2026-08-17.md,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/TRANSPORT_CLAUDEPRO_AUDIT_RUN_2026-08-12.log,4822,2026-08-12T23:23:52+03:00,11.856,Claude (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: TRANSPORT_CLAUDEPRO_AUDIT_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/TRANSPORT_CLAUDEPRO_REAUDIT_RUN_2026-08-13.log,4724,2026-08-13T00:19:33+03:00,11.817,Claude (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: TRANSPORT_CLAUDEPRO_REAUDIT_RUN_2026-08-13.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/TRANSPORT_PROSE_REPAIR_CODEX_RUN_2026-08-12.log,1461,2026-08-12T23:25:55+03:00,11.855,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: TRANSPORT_PROSE_REPAIR_CODEX_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/TRANSPORT_PROSE_REPAIR_CODEXFREE_RUN_2026-08-12.log,440102,2026-08-12T23:33:00+03:00,11.85,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: TRANSPORT_PROSE_REPAIR_CODEXFREE_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/11_TRIAGE/UNFILLED_SLOT_SWEEP_CODEX_RUN_2026-08-12.log,509199,2026-08-12T19:41:16+03:00,12.011,Codex (filename marker; human owner UNKNOWN),triage/audit/evidence artefact: UNFILLED_SLOT_SWEEP_CODEX_RUN_2026-08-12.log,EVIDENCE,,"HIGH — audit, run, decision, or triage record",untracked path has a research/audit/evidence/parity marker,NO
