transcript_path,intake_path,transcript_video_id,intake_video_id,transcript_title,intake_title,match_method,match_score,match_status
"06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The TRUE Path to Trading Success from Lance Breitstein, Market Wizard.md",06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QL_INTAKE_007_qz7avJJvnyI_lance_breitstein_deep_work_playbook.md,qz7avJJvnyI,qz7avJJvnyI,"The TRUE Path to Trading Success from Lance Breitstein, Market Wizard","The TRUE Path to Trading Success from Lance Breitstein, Market Wizard",video_id,1.0,MATCHED
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The ULTIMATE Trading Risk Management Guide  Market Wizard Tom Basso.md,,SMWMraeRDXs,,The ULTIMATE Trading Risk Management Guide  Market Wizard Tom Basso,,title_filename_similarity,0.528,TRANSCRIPT_WITHOUT_INTAKE
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The Wedge Pop Trading Setup of Trading Champion Oliver Kell.md,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\YT_m8F3KkBDtC0_Intake_Report_2026-05-03.md,m8F3KkBDtC0,m8F3KkBDtC0,The Wedge Pop Trading Setup of Trading Champion Oliver Kell,YT_m8F3KkBDtC0_Intake_Report_2026-05-03,video_id,1.0,MATCHED
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\Trade Like a Professional Simple and Effective Trading Strategy with Charles Harris.md,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_CtioOmc1Eig_charles_harris_trade_like_professional.md,CtioOmc1Eig,CtioOmc1Eig,Trade Like a Professional Simple and Effective Trading Strategy with Charles Harris,Trade Like a Professional — Simple and Effective Trading Strategy with Charles Harris,video_id,1.0,MATCHED
"06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\Trading $30 Million at Age 25 - The Story of Ted Zhang, Momentum Portfolio Manager.md",06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_006_HAN1kymVbTc_ted_zhang_momentum_portfolio_manager.md,HAN1kymVbTc,HAN1kymVbTc,"Trading $30 Million at Age 25 - The Story of Ted Zhang, Momentum Portfolio Manager","Trading $30 Million at Age 25 - The Story of Ted Zhang, Momentum Portfolio Manager",video_id,1.0,MATCHED
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\Trading Backtests Are Misleading - Here's what to do instead.md,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_6tnREqUJ1WY_trading_backtests_misleading.md,6tnREqUJ1WY,6tnREqUJ1WY,Trading Backtests Are Misleading - Here's what to do instead,INTAKE_2026-05-03_6tnREqUJ1WY_trading_backtests_misleading,video_id,1.0,MATCHED
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\Trading Millions How I Finally Became a Profitable Swing Trader.md,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\2026-05-03__QewlGLBaeA_quantlens_anthony_shi_cycle_aware_momentum_intake.md,_QewlGLBaeA,_QewlGLBaeA,Trading Millions How I Finally Became a Profitable Swing Trader,Trading Millions How I Finally Became a Profitable Swing Trader.md,video_id,1.0,MATCHED
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\Trading The Battle With Yourself  Market Wizard David Ryan.md,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_eWtY7uoJL_0_david_ryan_price_volume_discipline.md,eWtY7uoJL_0,eWtY7uoJL_0,Trading The Battle With Yourself  Market Wizard David Ryan,Trading The Battle With Yourself | Market Wizard David Ryan,video_id,1.0,MATCHED
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\Trading The Mental Game Jared Tendler.md,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\YT_UtNrp_Uz9Oc_Intake_Report_2026-05-03.md,UtNrp_Uz9Oc,UtNrp_Uz9Oc,Trading The Mental Game Jared Tendler,YT_UtNrp_Uz9Oc_Intake_Report_2026-05-03,video_id,1.0,MATCHED
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\Transcrips.rar,,,,Transcrips,,low_similarity,0.4,TRANSCRIPT_WITHOUT_INTAKE
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\When To Take Trading Profits - Market Wizards Share Their Sell Rules.md,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QL_INTAKE_008_UD7gipBWnuY_market_wizards_sell_rules.md,UD7gipBWnuY,UD7gipBWnuY,When To Take Trading Profits - Market Wizards Share Their Sell Rules,QL_INTAKE_008_UD7gipBWnuY_market_wizards_sell_rules,video_id,1.0,MATCHED
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\Why Process Beats Setups in Trading Pradeep Bonde.md,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_tynE-pwE-1o_pradeep_bonde_process_beats_setups_NEEDS_TRANSCRIPT.md,tynE-pwE-1o,tynE-pwE-1o,Why Process Beats Setups in Trading Pradeep Bonde,Why Process Beats Setups in Trading — Pradeep Bonde,video_id,1.0,MATCHED
,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\2026-05-03_9ZJK8175drM_quantlens_canslim_detailed_intake.md,,9ZJK8175drM,,2026-05-03_9ZJK8175drM_quantlens_canslim_detailed_intake,none,0,INTAKE_WITHOUT_TRANSCRIPT
,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\2026-05-03_c7ZSb2wNcOc_quantlens_detailed_intake.md,,c7ZSb2wNcOc,,2026-05-03_c7ZSb2wNcOc_quantlens_detailed_intake,none,0,INTAKE_WITHOUT_TRANSCRIPT
,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\2026-05-03_fYxSQvuwOQc_quantlens_oliver_kell_cycle_intake.md,,fYxSQvuwOQc,,2026-05-03_fYxSQvuwOQc_quantlens_oliver_kell_cycle_intake,none,0,INTAKE_WITHOUT_TRANSCRIPT
,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\2026-05-03_Ne3X-l6W4CQ_quantlens_process_strategy_intake.md,,Ne3X-l6W4CQ,,"""Process adherence, overtrading and behavior analytics playbook""",none,0,INTAKE_WITHOUT_TRANSCRIPT
,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\2026-05-03_XNZ4f-b3ED8_quantlens_intake_indicator_audit.md,,XNZ4f-b3ED8,,2026-05-03_XNZ4f-b3ED8_quantlens_intake_indicator_audit,none,0,INTAKE_WITHOUT_TRANSCRIPT
,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QUANTLENS_DAILY_EXTENSION_ANTI_CHASE_CRITICAL_REPORT.md,,Yb5lMegA5Hs,,QUANTLENS_DAILY_EXTENSION_ANTI_CHASE_CRITICAL_REPORT,none,0,INTAKE_WITHOUT_TRANSCRIPT
,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QUANTLENS_EMA20_50_RETEST_CRITICAL_INTAKE_REPORT.md,,RHlsVNSM8Aw,,QUANTLENS_EMA20_50_RETEST_CRITICAL_INTAKE_REPORT,none,0,INTAKE_WITHOUT_TRANSCRIPT
,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QUANTLENS_TY_RAJNUS_MICROCAP_SHORT_INTAKE_REPORT.md,,bRXO6F_vGjM,,QUANTLENS_TY_RAJNUS_MICROCAP_SHORT_INTAKE_REPORT,none,0,INTAKE_WITHOUT_TRANSCRIPT
