transcript_path,url,video_id,title,channel_or_source,duration,major_sections_or_timestamps,appears_complete,timestamps_present,word_count,transcript_type,strategy_keywords,wisdom_keywords
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The Mind of a Trader  Insights on Trading Psychology and Overcoming Setbacks  Charles Harris.md,https://youtu.be/2f5VfmlU90U?si=pNdZdVgF6KhoXP-v,2f5VfmlU90U,The Mind of a Trader  Insights on Trading Psychology and Overcoming Setbacks  Charles Harris,UNKNOWN,UNKNOWN,1. bölüm: Introduction: Charles Harris’ journey as a trader | 2. bölüm: How he got started & early lessons from market cycles | 3. bölüm: Joining O’Neil Global Advisors & learning from Bill O’Neil | 4. bölüm: The importance of adapting to different market conditions | 5. bölüm: Surviving bear markets & the key lessons from downturns | 6. bölüm: Why confidence is critical in trading & how to rebuild it | 7. bölüm: Risk management: Avoiding overtrading & emotional decision-making | 8. bölüm: How professionals analyze winning & losing trades,LIKELY_COMPLETE,YES,20081,TRADER_INTERVIEW,setup; entry; breakout; pullback; stop; risk; swing,process; psychology; discipline; mistake; lessons; patience; overtrading; journal; draw down; mental
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The Only Sell Rules You Need to Trade Ajay Jani.md,https://youtu.be/hVCcVRxaxJY?si=G4BHCvH-VUG_Y91_,hVCcVRxaxJY,The Only Sell Rules You Need to Trade Ajay Jani,UNKNOWN,UNKNOWN,timestamps_present,LIKELY_COMPLETE,YES,22108,TRADER_INTERVIEW,setup; entry; breakout; pullback; stop; risk; sell rules; swing,process; psychology; discipline; lessons; journal; mental
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The Perfect VCP Trading Setup with Mark Minervini.md,https://youtu.be/M_tD6X0CSOI?si=7w03YALv0bHJJJUE,M_tD6X0CSOI,The Perfect VCP Trading Setup with Mark Minervini,UNKNOWN,UNKNOWN,timestamps_present,LIKELY_COMPLETE,YES,9615,TRADER_INTERVIEW,setup; entry; pullback; vcp; stage analysis; stop; risk; swing,process; discipline; mental
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The Reality of Relative Strength Based Trading with Linda Raschke.md,,,The Reality of Relative Strength Based Trading with Linda Raschke,UNKNOWN,UNKNOWN,timestamps_present,LIKELY_COMPLETE,YES,15824,TRADER_INTERVIEW,setup; breakout; pullback; stop; risk; swing; day trader,process; discipline; mistake; draw down
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The Reality of Trading TQQQ and Key Strategies.md,https://youtu.be/4-IjRmw7SZI?si=vM7vKuK3ruiMMiND,4-IjRmw7SZI,The Reality of Trading TQQQ and Key Strategies,UNKNOWN,UNKNOWN,timestamps_present,LIKELY_COMPLETE,YES,15061,TRADER_INTERVIEW,breakout; vwap; stop; risk; swing,process; psychology; discipline; mistake; lessons; draw down; mental
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The Simple Stage Analysis Trading System - Exclusive Interview with Stan Weinstein.md,https://youtu.be/FtAshnE3MwM?si=ztrLynPPHiysn3FN,FtAshnE3MwM,The Simple Stage Analysis Trading System - Exclusive Interview with Stan Weinstein,UNKNOWN,UNKNOWN,timestamps_present,LIKELY_COMPLETE,YES,6970,TRADER_INTERVIEW,breakout; stage analysis; risk; swing,process; mistake; journal; mental
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The Simple Trading Setup That Made Lance Breitstein Millions.md,https://youtu.be/R215f4fj7V8?si=L3wGYRC2vMT5Bjb_,R215f4fj7V8,The Simple Trading Setup That Made Lance Breitstein Millions,UNKNOWN,UNKNOWN,timestamps_present,LIKELY_COMPLETE,YES,20289,TRADER_INTERVIEW,setup; entry; breakout; pullback; vwap; stop; risk; swing; day trader,process; mistake; patience; overtrading; journal; mental
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The Trading Setups of the Record Breaking Trading Champion.md,https://youtu.be/10pHBNVi4Jc?si=ohzwBJxkVCTKPpcX,10pHBNVi4Jc,The Trading Setups of the Record Breaking Trading Champion,UNKNOWN,UNKNOWN,timestamps_present,LIKELY_COMPLETE,YES,27611,TRADER_INTERVIEW,setup; entry; breakout; pullback; vcp; stop; position size; risk; sell rules; swing; day trader,process; psychology; discipline; mistake; patience; overtrading; journal; draw down; mental
"06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The TRUE Path to Trading Success from Lance Breitstein, Market Wizard.md",https://youtu.be/qz7avJJvnyI?si=2SrYXTRZGFXKyX3p,qz7avJJvnyI,"The TRUE Path to Trading Success from Lance Breitstein, Market Wizard",UNKNOWN,UNKNOWN,timestamps_present,LIKELY_COMPLETE,YES,17481,TRADER_INTERVIEW,setup; entry; breakout; pullback; stop; risk; swing; day trader,process; psychology; mistake; lessons; overtrading; journal; mental
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The ULTIMATE Trading Risk Management Guide  Market Wizard Tom Basso.md,https://youtu.be/SMWMraeRDXs?si=Z69WgDW16zSpB7vA,SMWMraeRDXs,The ULTIMATE Trading Risk Management Guide  Market Wizard Tom Basso,UNKNOWN,UNKNOWN,timestamps_present,LIKELY_COMPLETE,YES,16602,TRADER_INTERVIEW,entry; stop; position size; risk,process; discipline; mistake; patience; draw down; mental
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The Wedge Pop Trading Setup of Trading Champion Oliver Kell.md,https://youtu.be/m8F3KkBDtC0?si=oiUeKyAkvkzAl5Bd,m8F3KkBDtC0,The Wedge Pop Trading Setup of Trading Champion Oliver Kell,UNKNOWN,UNKNOWN,timestamps_present,LIKELY_COMPLETE,YES,15316,STRATEGY_MECHANICAL,setup; breakout; pullback; stop; position size; risk; swing; day trader,process; psychology; mistake; mental
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\Trade Like a Professional Simple and Effective Trading Strategy with Charles Harris.md,https://youtu.be/CtioOmc1Eig?si=ISO4HKuamRbbh4ns,CtioOmc1Eig,Trade Like a Professional Simple and Effective Trading Strategy with Charles Harris,UNKNOWN,UNKNOWN,timestamps_present,LIKELY_COMPLETE,YES,3452,STRATEGY_MECHANICAL,setup; breakout; pullback; risk,
"06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\Trading $30 Million at Age 25 - The Story of Ted Zhang, Momentum Portfolio Manager.md",https://youtu.be/HAN1kymVbTc?si=phH70Py9VkhrRlBA,HAN1kymVbTc,"Trading $30 Million at Age 25 - The Story of Ted Zhang, Momentum Portfolio Manager",UNKNOWN,UNKNOWN,"1. bölüm: Ted's Trading Origin Story | 2. bölüm: 50% Drawdown & Forced Hiatus | 3. bölüm: Landing the Rever Asset Management Internship | 4. bölüm: Trading Style: Thematic Momentum Trading | 5. bölüm: Lessons from Don & Risk Management Philosophy | 6. bölüm: The 10 Books That Built Ted's System | 7. bölüm: 48 Laws of Power Applied to Trading | 8. bölüm: The ""Magic Elixir"" Super Stock Criteria",LIKELY_COMPLETE,YES,33166,TRADER_INTERVIEW,setup; entry; breakout; pullback; stage analysis; stop; position size; risk; sell rules; swing; day trader,process; psychology; discipline; mistake; lessons; patience; overtrading; journal; draw down; mental
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\Trading Backtests Are Misleading - Here's what to do instead.md,https://youtu.be/6tnREqUJ1WY?si=6ex-H99rn4FCQEYY,6tnREqUJ1WY,Trading Backtests Are Misleading - Here's what to do instead,UNKNOWN,UNKNOWN,timestamps_present,LIKELY_COMPLETE,YES,20295,STRATEGY_MECHANICAL,setup; entry; breakout; pullback; stop; risk; swing; day trader,process; psychology; mistake; draw down; mental
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\Trading Millions How I Finally Became a Profitable Swing Trader.md,https://youtu.be/_QewlGLBaeA?si=ZoVcYdRIch1Lx_Df,_QewlGLBaeA,Trading Millions How I Finally Became a Profitable Swing Trader,UNKNOWN,UNKNOWN,timestamps_present,LIKELY_COMPLETE,YES,31994,TRADER_INTERVIEW,setup; entry; breakout; pullback; vwap; stop; position size; risk; swing; day trader,process; psychology; mistake; lessons; journal; draw down; mental
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\Trading The Battle With Yourself  Market Wizard David Ryan.md,https://youtu.be/eWtY7uoJL_0?si=9_3CvT5T5e5HyILo,eWtY7uoJL_0,Trading The Battle With Yourself  Market Wizard David Ryan,UNKNOWN,UNKNOWN,timestamps_present,LIKELY_COMPLETE,YES,20071,TRADER_INTERVIEW,setup; breakout; pullback; stop; risk; sell rules; swing; day trader,process; psychology; discipline; mistake; lessons; mental
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\Trading The Mental Game Jared Tendler.md,https://youtu.be/UtNrp_Uz9Oc?si=rykY_oeUmWe2634i,UtNrp_Uz9Oc,Trading The Mental Game Jared Tendler,UNKNOWN,UNKNOWN,timestamps_present,LIKELY_COMPLETE,YES,13377,TRADER_INTERVIEW,setup; stop; risk; swing; day trader,process; psychology; discipline; mistake; mental
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\Transcrips.rar,,,Transcrips,UNKNOWN,UNKNOWN,none_detected,LOW_CONTENT_OR_BINARY,NO,0,LOW_QUALITY_GENERIC,,
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\When To Take Trading Profits - Market Wizards Share Their Sell Rules.md,https://youtu.be/UD7gipBWnuY?si=C6iiZ7u_4SDwqSm3,UD7gipBWnuY,When To Take Trading Profits - Market Wizards Share Their Sell Rules,UNKNOWN,UNKNOWN,timestamps_present,LIKELY_COMPLETE,YES,11000,TRADER_INTERVIEW,pullback; stop; risk; swing,process; mistake; draw down
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\Why Process Beats Setups in Trading Pradeep Bonde.md,https://youtu.be/tynE-pwE-1o?si=E0Q_en-H8CP_3QEG,tynE-pwE-1o,Why Process Beats Setups in Trading Pradeep Bonde,UNKNOWN,UNKNOWN,none_detected,LOW_CONTENT_OR_BINARY,NO,9,LOW_QUALITY_GENERIC,,
