candidate_id,source_url,source_title,transcript_path,intake_path,corrected_intake_path,strategy_class,native_market,native_timeframe,source_quality,rule_clarity,mechanical_testability,data_requirements,MTC_mapping,manual_visual_review_priority,final_action,reason
QLR_rdmjsbDVuoU,https://www.youtube.com/watch?v=rdmjsbDVuoU,+222% Return in 27 Days  The High Tight Flag Trading Setup Leif Soreide,06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\+222% Return in 27 Days  The High Tight Flag Trading Setup Leif Soreide.md,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_rdmjsbDVuoU_high_tight_flag_leif_soreide.md,,SWING_TRADE_STRATEGY,UNKNOWN_REQUIRES_MANUAL_SOURCE_CHECK,DAILY_OR_MULTI_DAY_SWING,MEDIUM_QUALITY_EDUCATIONAL,5,4,Source-specific transcript/intake requirements must be verified before sandbox testing.,Sandbox only. Prior MTC compatibility score=3.,5,MANUAL_VISUAL_REVIEW_ONLY_NO_BACKTEST_YET,Codex original classification=SWING_TRADE_STRATEGY.
QLR_RTHRh_GLwH8,https://www.youtube.com/watch?v=RTHRh_GLwH8,100% Trading Returns - How to become a Super Trade with Mark Ritchie,06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\100% Trading Returns - How to become a Super Trade with Mark Ritchie.md,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_RTHRh_GLwH8_mark_ritchie_low_risk_breakout_pyramid.md,06_QUANTLENS_LAB\research\restart_transcript_intake_audit_2026_05_04_CODEX_20260504_175759\corrected_intakes\CORRECTED_RTHRh_GLwH8_INTAKE_2026-05-03_RTHRh_GLwH8_mark_ritchie_low_risk_breakout_pyramid.md,SWING_TRADE_STRATEGY,UNKNOWN_REQUIRES_MANUAL_SOURCE_CHECK,DAILY_OR_MULTI_DAY_SWING,HIGH_QUALITY_TRADER_INTERVIEW,5,4,Source-specific transcript/intake requirements must be verified before sandbox testing.,Sandbox only. Prior MTC compatibility score=3.,5,MANUAL_VISUAL_REVIEW_ONLY_NO_BACKTEST_YET,Codex original classification=SWING_TRADE_STRATEGY.
QLR_uh5bALsKkLg,https://www.youtube.com/watch?v=uh5bALsKkLg,How Mark Minervini Became a Market Wizard,06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\How Mark Minervini Became a Market Wizard.md,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_uh5bALsKkLg_mark_minervini_market_wizard.md,,SWING_TRADE_STRATEGY,US_EQUITIES,DAILY_OR_MULTI_DAY_SWING,HIGH_QUALITY_TRADER_INTERVIEW,5,5,Source-specific transcript/intake requirements must be verified before sandbox testing.,Sandbox only. Prior MTC compatibility score=3.,5,MANUAL_VISUAL_REVIEW_ONLY_NO_BACKTEST_YET,Codex original classification=SWING_TRADE_STRATEGY.
QLR_UMgJ0P8fe0s,https://www.youtube.com/watch?v=UMgJ0P8fe0s,Swing Trading Vs,06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\Swing Trading Vs.md,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_UMgJ0P8fe0s_swing_vs_position_matt_petrolia.md,06_QUANTLENS_LAB\research\restart_transcript_intake_audit_2026_05_04_CODEX_20260504_175759\corrected_intakes\CORRECTED_UMgJ0P8fe0s_INTAKE_2026-05-03_UMgJ0P8fe0s_swing_vs_position_matt_petrolia.md,SWING_TRADE_STRATEGY,UNKNOWN_REQUIRES_MANUAL_SOURCE_CHECK,DAILY_OR_MULTI_DAY_SWING,MEDIUM_QUALITY_EDUCATIONAL,5,5,Source-specific transcript/intake requirements must be verified before sandbox testing.,Sandbox only. Prior MTC compatibility score=3.,5,MANUAL_VISUAL_REVIEW_ONLY_NO_BACKTEST_YET,Codex original classification=SWING_TRADE_STRATEGY.
QLR_zw96qkUn9_g,https://www.youtube.com/watch?v=zw96qkUn9_g,How Clement Ang Achieved 150%+ Returns in the US Investing Championship,06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\How Clement Ang Achieved 150%+ Returns in the US Investing Championship.md,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_zw96qkUn9_g_clement_ang_150pct_returns.md,06_QUANTLENS_LAB\research\restart_transcript_intake_audit_2026_05_04_CODEX_20260504_175759\corrected_intakes\CORRECTED_zw96qkUn9_g_INTAKE_2026-05-03_zw96qkUn9_g_clement_ang_150pct_returns.md,SWING_TRADE_STRATEGY,US_EQUITIES,DAILY_OR_MULTI_DAY_SWING,HIGH_QUALITY_TRADER_INTERVIEW,5,5,Source-specific transcript/intake requirements must be verified before sandbox testing.,Sandbox only. Prior MTC compatibility score=3.,5,MANUAL_VISUAL_REVIEW_ONLY_NO_BACKTEST_YET,Codex original classification=SWING_TRADE_STRATEGY.
QLR_JS4_6gv0PpI,https://www.youtube.com/watch?v=JS4_6gv0PpI,"33,500% RETURN - Mark Minervini's VCP Setup that made him Millions","06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\33,500% RETURN - Mark Minervini's VCP Setup that made him Millions.md",06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QL_INTAKE_001_JS4_6gv0PpI_mark_minervini_vcp.md,06_QUANTLENS_LAB\research\restart_transcript_intake_audit_2026_05_04_CODEX_20260504_175759\corrected_intakes\CORRECTED_JS4_6gv0PpI_QL_INTAKE_001_JS4_6gv0PpI_mark_minervini_vcp.md,SWING_TRADE_STRATEGY,US_EQUITIES,DAILY_OR_MULTI_DAY_SWING,HIGH_QUALITY_TRADER_INTERVIEW,5,5,Source-specific transcript/intake requirements must be verified before sandbox testing.,Sandbox only. Prior MTC compatibility score=3.,5,MANUAL_VISUAL_REVIEW_ONLY_NO_BACKTEST_YET,Codex original classification=SWING_TRADE_STRATEGY.
QLR_XOul-ECgHyA,https://www.youtube.com/watch?v=XOul-ECgHyA,100% Returns After Losing it all - Developing a Swing Trading System,06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\100% Returns After Losing it all - Developing a Swing Trading System.md,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QL_INTAKE_002_XOul_ECgHyA_sean_ryan_swing_system.md,,SWING_TRADE_STRATEGY,UNKNOWN_REQUIRES_MANUAL_SOURCE_CHECK,DAILY_OR_MULTI_DAY_SWING,HIGH_QUALITY_TRADER_INTERVIEW,5,5,Source-specific transcript/intake requirements must be verified before sandbox testing.,Sandbox only. Prior MTC compatibility score=3.,5,MANUAL_VISUAL_REVIEW_ONLY_NO_BACKTEST_YET,Codex original classification=SWING_TRADE_STRATEGY.
QLR_KWxhLIOchvY,https://www.youtube.com/watch?v=KWxhLIOchvY,409% Return in 1 Year Aggressive Swing Trading Tactics and Setups,06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\409% Return in 1 Year Aggressive Swing Trading Tactics and Setups.md,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QL_INTAKE_003_KWxhLIOchvY_leos_aggressive_swing_tactics.md,,SWING_TRADE_STRATEGY,UNKNOWN_REQUIRES_MANUAL_SOURCE_CHECK,DAILY_OR_MULTI_DAY_SWING,HIGH_QUALITY_TRADER_INTERVIEW,4,5,Source-specific transcript/intake requirements must be verified before sandbox testing.,Sandbox only. Prior MTC compatibility score=3.,5,MANUAL_VISUAL_REVIEW_ONLY_NO_BACKTEST_YET,Codex original classification=SWING_TRADE_STRATEGY.
QLR_Nq-p7Bu1YT0,https://www.youtube.com/watch?v=Nq-p7Bu1YT0,How A Day Trader Turned into a Super-Performance Swing Trader - Real Simple Ariel,06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\How A Day Trader Turned into a Super-Performance Swing Trader - Real Simple Ariel.md,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QL_INTAKE_004_Nq_p7Bu1YT0_ariel_rs_leadergroup_swing.md,,SWING_TRADE_STRATEGY,UNKNOWN_REQUIRES_MANUAL_SOURCE_CHECK,DAILY_OR_MULTI_DAY_SWING,HIGH_QUALITY_TRADER_INTERVIEW,5,5,Source-specific transcript/intake requirements must be verified before sandbox testing.,Sandbox only. Prior MTC compatibility score=3.,5,MANUAL_VISUAL_REVIEW_ONLY_NO_BACKTEST_YET,Codex original classification=SWING_TRADE_STRATEGY.
QLR_7UfHg8PpDZk,https://www.youtube.com/watch?v=7UfHg8PpDZk,The 3 Powerful Trading Setups of a Top Super-performance Trader,06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The 3 Powerful Trading Setups of a Top Super-performance Trader.md,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QL_INTAKE_005_7UfHg8PpDZk_marios_three_setup_superperformance.md,,SWING_TRADE_STRATEGY,UNKNOWN_REQUIRES_MANUAL_SOURCE_CHECK,DAILY_OR_MULTI_DAY_SWING,HIGH_QUALITY_TRADER_INTERVIEW,5,5,Source-specific transcript/intake requirements must be verified before sandbox testing.,Sandbox only. Prior MTC compatibility score=3.,5,MANUAL_VISUAL_REVIEW_ONLY_NO_BACKTEST_YET,Codex original classification=SWING_TRADE_STRATEGY.
QLR_qz7avJJvnyI,https://www.youtube.com/watch?v=qz7avJJvnyI,"The TRUE Path to Trading Success from Lance Breitstein, Market Wizard","06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The TRUE Path to Trading Success from Lance Breitstein, Market Wizard.md",06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QL_INTAKE_007_qz7avJJvnyI_lance_breitstein_deep_work_playbook.md,,SWING_TRADE_STRATEGY,UNKNOWN_REQUIRES_MANUAL_SOURCE_CHECK,DAILY_OR_MULTI_DAY_SWING,HIGH_QUALITY_TRADER_INTERVIEW,5,5,Source-specific transcript/intake requirements must be verified before sandbox testing.,Sandbox only. Prior MTC compatibility score=3.,5,MANUAL_VISUAL_REVIEW_ONLY_NO_BACKTEST_YET,Codex original classification=SWING_TRADE_STRATEGY.
QLR_VKNEJA5r8zw,https://www.youtube.com/watch?v=VKNEJA5r8zw,+969% Return in 1 Year The Pullback Strategy of a Trading Champion,06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\+969% Return in 1 Year The Pullback Strategy of a Trading Champion.md,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QUANTLENS_MARTIN_LUKE_PULLBACK_INTAKE_REPORT.md,06_QUANTLENS_LAB\research\restart_transcript_intake_audit_2026_05_04_FINAL_CODEX_REPAIRED\corrected_intakes_final\FINAL_QLR_VKNEJA5r8zw.md,SWING_TRADE_STRATEGY,UNKNOWN_REQUIRES_MANUAL_SOURCE_CHECK,DAILY_OR_MULTI_DAY_SWING,HIGH_QUALITY_TRADER_INTERVIEW,5,5,Source-specific transcript/intake requirements must be verified before sandbox testing.,Sandbox only. Prior MTC compatibility score=3.,5,MANUAL_VISUAL_REVIEW_ONLY_NO_BACKTEST_YET,Codex original classification=DUPLICATE_OR_MERGED. Duplicate VKNEJA5r8zw intakes merged into this canonical final row.
QLR_DLlNDuOTUfQ,https://www.youtube.com/watch?v=DLlNDuOTUfQ,Secrets to Profitable Trading from Market Legend Stan Weinstein,06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\Secrets to Profitable Trading from Market Legend Stan Weinstein.md,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\YT_DLlNDuOTUfQ_Intake_Report_2026-05-03.md,,SWING_TRADE_STRATEGY,UNKNOWN_REQUIRES_MANUAL_SOURCE_CHECK,DAILY_OR_MULTI_DAY_SWING,MEDIUM_QUALITY_EDUCATIONAL,5,5,Source-specific transcript/intake requirements must be verified before sandbox testing.,Sandbox only. Prior MTC compatibility score=3.,5,MANUAL_VISUAL_REVIEW_ONLY_NO_BACKTEST_YET,Codex original classification=SWING_TRADE_STRATEGY.
QLR_Eb9FkLNJLzs,https://www.youtube.com/watch?v=Eb9FkLNJLzs,"40 Years of Trading Wisdom in 20 Minutes - Lessons from Jim Roppel, Hedge Fund Manager","06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\40 Years of Trading Wisdom in 20 Minutes - Lessons from Jim Roppel, Hedge Fund Manager.md",06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\YT_Eb9FkLNJLzs_Intake_Report_2026-05-03.md,,SWING_TRADE_STRATEGY,UNKNOWN_REQUIRES_MANUAL_SOURCE_CHECK,DAILY_OR_MULTI_DAY_SWING,HIGH_QUALITY_TRADER_INTERVIEW,5,4,Source-specific transcript/intake requirements must be verified before sandbox testing.,Sandbox only. Prior MTC compatibility score=3.,5,MANUAL_VISUAL_REVIEW_ONLY_NO_BACKTEST_YET,Codex original classification=SWING_TRADE_STRATEGY.
QLR_m8F3KkBDtC0,https://www.youtube.com/watch?v=m8F3KkBDtC0,The Wedge Pop Trading Setup of Trading Champion Oliver Kell,06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The Wedge Pop Trading Setup of Trading Champion Oliver Kell.md,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\YT_m8F3KkBDtC0_Intake_Report_2026-05-03.md,,SWING_TRADE_STRATEGY,UNKNOWN_REQUIRES_MANUAL_SOURCE_CHECK,DAILY_OR_MULTI_DAY_SWING,HIGH_QUALITY_TRADER_INTERVIEW,5,5,Source-specific transcript/intake requirements must be verified before sandbox testing.,Sandbox only. Prior MTC compatibility score=3.,5,MANUAL_VISUAL_REVIEW_ONLY_NO_BACKTEST_YET,Codex original classification=SWING_TRADE_STRATEGY.
QLR_q43pkYBo1hU,https://www.youtube.com/watch?v=q43pkYBo1hU,+259% in 1 Year - Swing Trading Performance Strategy,06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\+259% in 1 Year - Swing Trading Performance Strategy.md,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\YT_q43pkYBo1hU_Intake_Report_2026-05-03.md,,SWING_TRADE_STRATEGY,UNKNOWN_REQUIRES_MANUAL_SOURCE_CHECK,DAILY_OR_MULTI_DAY_SWING,HIGH_QUALITY_TRADER_INTERVIEW,4,5,Source-specific transcript/intake requirements must be verified before sandbox testing.,Sandbox only. Prior MTC compatibility score=3.,5,MANUAL_VISUAL_REVIEW_ONLY_NO_BACKTEST_YET,Codex original classification=SWING_TRADE_STRATEGY.
QLR_ZK5cnVQ2V3Q,https://www.youtube.com/watch?v=ZK5cnVQ2V3Q,The Market Wizard Trading System,06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The Market Wizard Trading System.md,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\YT_ZK5cnVQ2V3Q_Intake_Report_2026-05-03.md,,SWING_TRADE_STRATEGY,UNKNOWN_REQUIRES_MANUAL_SOURCE_CHECK,DAILY_OR_MULTI_DAY_SWING,HIGH_QUALITY_TRADER_INTERVIEW,4,5,Source-specific transcript/intake requirements must be verified before sandbox testing.,Sandbox only. Prior MTC compatibility score=3.,5,MANUAL_VISUAL_REVIEW_ONLY_NO_BACKTEST_YET,Codex original classification=SWING_TRADE_STRATEGY.
