stg_code,id,score,status,stage,blocker,next_action,forward_label,decision_sentence
Stg118,QL_GON_SHORT_SQUEEZE_REVERSAL_BALL_UNDER_WATER_v0,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_GON_SHORT_SQUEEZE_REVERSAL_BALL_UNDER_WATER_v0 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg119,QL_GON_STRONG_DEMAND_LOW_VOLUME_EMA_TOUCH_v0,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_GON_STRONG_DEMAND_LOW_VOLUME_EMA_TOUCH_v0 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg120,QL_GON_STRONG_DEMAND_SLOW_FADER_RECLAIM_v0,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_GON_STRONG_DEMAND_SLOW_FADER_RECLAIM_v0 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg121,QL_KELL_BASIN_BREAK_001,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_KELL_BASIN_BREAK_001 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg122,QL_KELL_EMA_CROSSBACK_001,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_KELL_EMA_CROSSBACK_001 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg123,QL_KELL_WEDGE_DROP_EXIT_001,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_KELL_WEDGE_DROP_EXIT_001 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg124,QL_KELL_WEDGE_POP_001,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_KELL_WEDGE_POP_001 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg125,QL_LBR_ADTR_POSITION_SIZING_v0,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_LBR_ADTR_POSITION_SIZING_v0 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg126,QL_LBR_ATR_VOLATILITY_EXIT_OVERLAY_v0,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_LBR_ATR_VOLATILITY_EXIT_OVERLAY_v0 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg127,QL_LBR_BOX_MIDPOINT_RECLAIM_v0,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_LBR_BOX_MIDPOINT_RECLAIM_v0 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg128,QL_LBR_COIL_BREAKOUT_RANGE_EXPANSION_v0,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_LBR_COIL_BREAKOUT_RANGE_EXPANSION_v0 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg129,QL_LBR_EQUITY_CURVE_RISK_THROTTLE_v0,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_LBR_EQUITY_CURVE_RISK_THROTTLE_v0 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg130,QL_LBR_PREV_DAY_HIGH_LOW_TAYLOR_RHYTHM_v0,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_LBR_PREV_DAY_HIGH_LOW_TAYLOR_RHYTHM_v0 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg131,QL_LBR_ROC2_REVERSAL_v0,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_LBR_ROC2_REVERSAL_v0 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg132,QL_LBR_THREE_BAR_BREAKOUT_v0,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_LBR_THREE_BAR_BREAKOUT_v0 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg133,QL_MARTIN_PARABOLIC_LONG_001,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_MARTIN_PARABOLIC_LONG_001 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg134,QL_MARTIN_PULLBACK_CONFLUENCE_LONG_001,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_MARTIN_PULLBACK_CONFLUENCE_LONG_001 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg135,QL_MARTIN_PULLBACK_SHORT_001,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_MARTIN_PULLBACK_SHORT_001 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg136,QL_NICK_10W_30W_RESPECT_ENTRY_001,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_NICK_10W_30W_RESPECT_ENTRY_001 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg137,QL_NICK_ASYMMETRIC_RISK_REWARD_FILTER_001,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_NICK_ASYMMETRIC_RISK_REWARD_FILTER_001 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg138,QL_NICK_CONTROLLED_WEAKNESS_BASE_RETEST_001,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_NICK_CONTROLLED_WEAKNESS_BASE_RETEST_001 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg139,QL_NICK_EARNINGS_CUSHION_RULE_001,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_NICK_EARNINGS_CUSHION_RULE_001 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg140,QL_NICK_TRADE_FREQUENCY_GUARD_001,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_NICK_TRADE_FREQUENCY_GUARD_001 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg141,QL_NICK_UP_ON_VOLUME_RADAR_001,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_NICK_UP_ON_VOLUME_RADAR_001 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg142,QL_NICK_UP_ON_VOLUME_UNIVERSE_SCAN_001,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_NICK_UP_ON_VOLUME_UNIVERSE_SCAN_001 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg143,QL_NICK_WEEKLY_BASE_TIGHTNESS_ACCUMULATION_001,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_NICK_WEEKLY_BASE_TIGHTNESS_ACCUMULATION_001 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg144,QL_NICK_WEEKLY_CHARACTER_CHANGE_001,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_NICK_WEEKLY_CHARACTER_CHANGE_001 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg145,QL_NICK_WEEKLY_CHARACTER_CHANGE_TREND_STARTER_001,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_NICK_WEEKLY_CHARACTER_CHANGE_TREND_STARTER_001 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg146,QL_NICK_WEEKLY_CLOSE_STOP_POLICY_001,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_NICK_WEEKLY_CLOSE_STOP_POLICY_001 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg147,QL_NICK_WEEKLY_SCALE_IN_ON_PROOF_001,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_NICK_WEEKLY_SCALE_IN_ON_PROOF_001 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg148,QL_NICK_WEEKLY_SELL_DECISION_FRAMEWORK_001,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_NICK_WEEKLY_SELL_DECISION_FRAMEWORK_001 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg149,QL_ROPPEL_357_SCALEOUT_RISK_MODULE_v0,47,LOW_SCORE_REVIEW,classified,score below 65,Wiki/module branch ? park,No forward plan,QL_ROPPEL_357_SCALEOUT_RISK_MODULE_v0 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg150,QL_ROPPEL_50D_RECLAIM_TIGHT_ACTION_v0,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_ROPPEL_50D_RECLAIM_TIGHT_ACTION_v0 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg151,QL_ROPPEL_EXTENSION_OVER_50D_HEDGE_SIGNAL_v0,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_ROPPEL_EXTENSION_OVER_50D_HEDGE_SIGNAL_v0 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg152,QL_ROPPEL_LEADERSHIP_THEME_SCORE_v0,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_ROPPEL_LEADERSHIP_THEME_SCORE_v0 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg153,QL_ROPPEL_POSITION_TRADING_HOLD_ENGINE_v0,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_ROPPEL_POSITION_TRADING_HOLD_ENGINE_v0 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg154,QL_RYAN_LATE_ENTRY_CHASE_FILTER_001,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_RYAN_LATE_ENTRY_CHASE_FILTER_001 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg155,QL_RYAN_MARKET_AWARENESS_GATE_001,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_RYAN_MARKET_AWARENESS_GATE_001 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg156,QL_RYAN_PULLBACK_DANGER_ZONE_001,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_RYAN_PULLBACK_DANGER_ZONE_001 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg157,QL_RYAN_SELL_INTO_STRENGTH_RUNNER_EXIT_001,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_RYAN_SELL_INTO_STRENGTH_RUNNER_EXIT_001 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg158,QL_RYAN_TIGHT_BREAKOUT_001,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_RYAN_TIGHT_BREAKOUT_001 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg159,QL_SLINGSHOT_4EMA_HIGH_PULLBACK_001,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_SLINGSHOT_4EMA_HIGH_PULLBACK_001 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg160,QL_STAN_FAILED_RALLY_200D_SHORT_AVOID_v0,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_STAN_FAILED_RALLY_200D_SHORT_AVOID_v0 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg161,QL_STAN_FOREST_GROUP_TREE_FILTER_v0,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_STAN_FOREST_GROUP_TREE_FILTER_v0 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg162,QL_STAN_GOOD_COMPANY_BAD_CHART_BLOCK_v0,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_STAN_GOOD_COMPANY_BAD_CHART_BLOCK_v0 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg163,QL_STAN_SPLIT_TAPE_BREADTH_FILTER_v0,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_STAN_SPLIT_TAPE_BREADTH_FILTER_v0 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg164,QL_STAN_STAGE_1B_TO_2A_BREAKOUT_v0,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_STAN_STAGE_1B_TO_2A_BREAKOUT_v0 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg165,QL_STAN_STAGE_2A_PULLBACK_SUPPORT_v0,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_STAN_STAGE_2A_PULLBACK_SUPPORT_v0 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg166,QL_STAN_UNFILLED_GAP_CONTINUATION_v0,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_STAN_UNFILLED_GAP_CONTINUATION_v0 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg167,QL_TITO_OPTIONS_AWARE_RISK_OVERLAY_v0,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_TITO_OPTIONS_AWARE_RISK_OVERLAY_v0 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg168,QL_TITO_PROFIT_WITHDRAWAL_CAPITAL_AT_RISK_v0,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_TITO_PROFIT_WITHDRAWAL_CAPITAL_AT_RISK_v0 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg169,QL_TITO_RS_MOMENTUM_BREAKOUT_CROSSBACK_v0,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_TITO_RS_MOMENTUM_BREAKOUT_CROSSBACK_v0 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg170,QL_TY_MICROCAP_LIQUIDITY_REVERSION_SHORT_001,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_TY_MICROCAP_LIQUIDITY_REVERSION_SHORT_001 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg171,QL_VCP_BREAKOUT_DAILY_BASE_001,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,QL_VCP_BREAKOUT_DAILY_BASE_001 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg172,YT_OLIVER_KELL_WEDGE_POP_PRICE_CYCLE_V1,47,LOW_SCORE_REVIEW,classified,score below 65,Run walk-forward / OOS / alpha test,No forward plan,YT_OLIVER_KELL_WEDGE_POP_PRICE_CYCLE_V1 scores 47/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg071,QL_2026-05-01_ANY_1H_RSI_CONFLUENCE_PLAYBOOK,45,LOW_SCORE_REVIEW,backtested,score below 65,Build promotion packet,No forward plan,QL_2026-05-01_ANY_1H_RSI_CONFLUENCE_PLAYBOOK scores 45/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg072,QL_2026-05-01_ANY_BOLLINGER_BANDS_20_2_TRI_SETUP,45,LOW_SCORE_REVIEW,backtested,score below 65,Build promotion packet,No forward plan,QL_2026-05-01_ANY_BOLLINGER_BANDS_20_2_TRI_SETUP scores 45/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg073,QL_2026-05-01_ANY_CANDLESTICK_7_PATTERN_PA_CONFLUENCE,45,LOW_SCORE_REVIEW,backtested,score below 65,Build promotion packet,No forward plan,QL_2026-05-01_ANY_CANDLESTICK_7_PATTERN_PA_CONFLUENCE scores 45/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg075,QL_2026-05-01_LIQUID_INTRADAY_VWAP_PULLBACK_REVERSAL,45,LOW_SCORE_REVIEW,backtested,score below 65,Build promotion packet,No forward plan,QL_2026-05-01_LIQUID_INTRADAY_VWAP_PULLBACK_REVERSAL scores 45/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg077,QL_2026-05-01_SWING_1H_DUAL_RSI_60_40_PULLBACK,45,LOW_SCORE_REVIEW,backtested,score below 65,Build promotion packet,No forward plan,QL_2026-05-01_SWING_1H_DUAL_RSI_60_40_PULLBACK scores 45/100 and is held in LOW_SCORE_REVIEW because of score below 65.
Stg079,QL_2026-05-01_UNKNOWN_MULTI_EMA_CHANNEL_PULLBACK,45,LOW_SCORE_REVIEW,backtested,score below 65,Build promotion packet,No forward plan,QL_2026-05-01_UNKNOWN_MULTI_EMA_CHANNEL_PULLBACK scores 45/100 and is held in LOW_SCORE_REVIEW because of score below 65.
,QLR_SMWMraeRDXs,50,BLOCKED_SOURCE_AUDIT,classified,rejected source classification,Rejected source ? source audit / park,No forward plan,QLR_SMWMraeRDXs scores 50/100 and is held in BLOCKED_SOURCE_AUDIT because of rejected source classification.
,QLR_esDKpwi1b2M,50,BLOCKED_SOURCE_AUDIT,classified,rejected source classification,Rejected source ? source audit / park,No forward plan,QLR_esDKpwi1b2M scores 50/100 and is held in BLOCKED_SOURCE_AUDIT because of rejected source classification.
Stg009,QLR_-JyH5PAJ4-Y,48,BLOCKED_SOURCE_AUDIT,classified,wiki-only source,Wiki/module branch ? park,No forward plan,QLR_-JyH5PAJ4-Y scores 48/100 and is held in BLOCKED_SOURCE_AUDIT because of wiki-only source.
Stg010,QLR_10pHBNVi4Jc,48,BLOCKED_SOURCE_AUDIT,classified,rejected source classification,Wiki/module branch ? park,No forward plan,QLR_10pHBNVi4Jc scores 48/100 and is held in BLOCKED_SOURCE_AUDIT because of rejected source classification.
Stg016,QLR_7UfHg8PpDZk,48,BLOCKED_SOURCE_AUDIT,classified,rejected source classification,Wiki/module branch ? park,No forward plan,QLR_7UfHg8PpDZk scores 48/100 and is held in BLOCKED_SOURCE_AUDIT because of rejected source classification.
Stg001,QLR_9ZJK8175drM,48,BLOCKED_SOURCE_AUDIT,classified,rejected source classification,Rejected source ? source audit / park,No forward plan,QLR_9ZJK8175drM scores 48/100 and is held in BLOCKED_SOURCE_AUDIT because of rejected source classification.
Stg028,QLR_KQRuUWSZvLE,48,BLOCKED_SOURCE_AUDIT,classified,rejected source classification,Wiki/module branch ? park,No forward plan,QLR_KQRuUWSZvLE scores 48/100 and is held in BLOCKED_SOURCE_AUDIT because of rejected source classification.
Stg029,QLR_KWxhLIOchvY,48,BLOCKED_SOURCE_AUDIT,classified,rejected source classification,Wiki/module branch ? park,No forward plan,QLR_KWxhLIOchvY scores 48/100 and is held in BLOCKED_SOURCE_AUDIT because of rejected source classification.
Stg002,QLR_Ne3X-l6W4CQ,48,BLOCKED_SOURCE_AUDIT,classified,rejected source classification,Rejected source ? source audit / park,No forward plan,QLR_Ne3X-l6W4CQ scores 48/100 and is held in BLOCKED_SOURCE_AUDIT because of rejected source classification.
Stg034,QLR_Nq-p7Bu1YT0,48,BLOCKED_SOURCE_AUDIT,classified,rejected source classification,Wiki/module branch ? park,No forward plan,QLR_Nq-p7Bu1YT0 scores 48/100 and is held in BLOCKED_SOURCE_AUDIT because of rejected source classification.
Stg039,QLR_R215f4fj7V8,48,BLOCKED_SOURCE_AUDIT,classified,rejected source classification,Wiki/module branch ? park,No forward plan,QLR_R215f4fj7V8 scores 48/100 and is held in BLOCKED_SOURCE_AUDIT because of rejected source classification.
Stg044,QLR_UtNrp_Uz9Oc,48,BLOCKED_SOURCE_AUDIT,classified,wiki-only source,Wiki/module branch ? park,No forward plan,QLR_UtNrp_Uz9Oc scores 48/100 and is held in BLOCKED_SOURCE_AUDIT because of wiki-only source.
Stg004,QLR_XNZ4f-b3ED8,48,BLOCKED_SOURCE_AUDIT,classified,rejected source classification,Rejected source ? source audit / park,No forward plan,QLR_XNZ4f-b3ED8 scores 48/100 and is held in BLOCKED_SOURCE_AUDIT because of rejected source classification.
Stg005,QLR_Yb5lMegA5Hs,48,BLOCKED_SOURCE_AUDIT,classified,rejected source classification,Rejected source ? source audit / park,No forward plan,QLR_Yb5lMegA5Hs scores 48/100 and is held in BLOCKED_SOURCE_AUDIT because of rejected source classification.
Stg046,QLR_ZK5cnVQ2V3Q,48,BLOCKED_SOURCE_AUDIT,classified,rejected source classification,Wiki/module branch ? park,No forward plan,QLR_ZK5cnVQ2V3Q scores 48/100 and is held in BLOCKED_SOURCE_AUDIT because of rejected source classification.
Stg048,QLR__QewlGLBaeA,48,BLOCKED_SOURCE_AUDIT,classified,rejected source classification,Wiki/module branch ? park,No forward plan,QLR__QewlGLBaeA scores 48/100 and is held in BLOCKED_SOURCE_AUDIT because of rejected source classification.
Stg006,QLR_bRXO6F_vGjM,48,BLOCKED_SOURCE_AUDIT,classified,rejected source classification,Rejected source ? source audit / park,No forward plan,QLR_bRXO6F_vGjM scores 48/100 and is held in BLOCKED_SOURCE_AUDIT because of rejected source classification.
Stg007,QLR_c7ZSb2wNcOc,48,BLOCKED_SOURCE_AUDIT,classified,rejected source classification,Rejected source ? source audit / park,No forward plan,QLR_c7ZSb2wNcOc scores 48/100 and is held in BLOCKED_SOURCE_AUDIT because of rejected source classification.
Stg008,QLR_fYxSQvuwOQc,48,BLOCKED_SOURCE_AUDIT,classified,rejected source classification,Rejected source ? source audit / park,No forward plan,QLR_fYxSQvuwOQc scores 48/100 and is held in BLOCKED_SOURCE_AUDIT because of rejected source classification.
Stg057,QLR_kao-hhaQnig,48,BLOCKED_SOURCE_AUDIT,classified,rejected source classification,Wiki/module branch ? park,No forward plan,QLR_kao-hhaQnig scores 48/100 and is held in BLOCKED_SOURCE_AUDIT because of rejected source classification.
Stg062,QLR_oPeTkxTnooA,48,BLOCKED_SOURCE_AUDIT,classified,rejected source classification,Wiki/module branch ? park,No forward plan,QLR_oPeTkxTnooA scores 48/100 and is held in BLOCKED_SOURCE_AUDIT because of rejected source classification.
Stg065,QLR_q4TuaY-ccqA,48,BLOCKED_SOURCE_AUDIT,classified,wiki-only source,Wiki/module branch ? park,No forward plan,QLR_q4TuaY-ccqA scores 48/100 and is held in BLOCKED_SOURCE_AUDIT because of wiki-only source.
Stg068,QLR_tynE-pwE-1o,48,BLOCKED_SOURCE_AUDIT,classified,wiki-only source,Wiki/module branch ? park,No forward plan,QLR_tynE-pwE-1o scores 48/100 and is held in BLOCKED_SOURCE_AUDIT because of wiki-only source.
Stg070,QLR_zw96qkUn9_g,48,BLOCKED_SOURCE_AUDIT,classified,rejected source classification,Wiki/module branch ? park,No forward plan,QLR_zw96qkUn9_g scores 48/100 and is held in BLOCKED_SOURCE_AUDIT because of rejected source classification.
Stg102,QL_CAND_003_KWxhLIOchvY,40,BLOCKED_SOURCE_AUDIT,classified,rejected source classification,Run walk-forward / OOS / alpha test,No forward plan,QL_CAND_003_KWxhLIOchvY scores 40/100 and is held in BLOCKED_SOURCE_AUDIT because of rejected source classification.
Stg003,QLR_RHlsVNSM8Aw,38,BLOCKED_SOURCE_AUDIT,classified,rejected source classification,Rejected source ? source audit / park,No forward plan,QLR_RHlsVNSM8Aw scores 38/100 and is held in BLOCKED_SOURCE_AUDIT because of rejected source classification.
Stg074,QL_2026-05-01_EQUILIBRIUM_MOMENTUM_SHIFT_DIVERGENCE,35,BLOCKED_SOURCE_AUDIT,classified,salvage only,Resolve source/formula audit,No forward plan,QL_2026-05-01_EQUILIBRIUM_MOMENTUM_SHIFT_DIVERGENCE scores 35/100 and is held in BLOCKED_SOURCE_AUDIT because of salvage only.
Stg076,QL_2026-05-01_RANKED_FVG_IMBALANCE_ZONES,35,BLOCKED_SOURCE_AUDIT,classified,salvage only,Resolve source/formula audit,No forward plan,QL_2026-05-01_RANKED_FVG_IMBALANCE_ZONES scores 35/100 and is held in BLOCKED_SOURCE_AUDIT because of salvage only.
Stg078,QL_2026-05-01_TV_BUYSELL_INDICATOR_PACK,35,PARKED_OR_SPLIT,classified,split required,Split into indicator cases ? then audit each formula,No forward plan,QL_2026-05-01_TV_BUYSELL_INDICATOR_PACK scores 35/100 and is held in PARKED_OR_SPLIT because of split required.
