file_path,url,video_id,title,classification,reason,strategy_names,asset_class,timeframe,testability,candidate_count
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QL_INTAKE_002_XOul_ECgHyA_sean_ryan_swing_system.md,https://youtu.be/XOul-ECgHyA?si=lGRJSk2sTxtqli3v,XOul-ECgHyA,QuantLens Transcript Intake Report — 002,DUPLICATE_STRATEGY,strategy duplicate of C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\2026-05-03_-JyH5PAJ4-Y_quantlens_nick_schmidt_weekly_character_change_intake.md,CANSLIM,US_EQUITY,1D,NEEDS_US_EQUITY_DATA,1
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QL_INTAKE_003_KWxhLIOchvY_leos_aggressive_swing_tactics.md,https://youtu.be/KWxhLIOchvY?si=d0XTJw2jmEY699x-,KWxhLIOchvY,QuantLens Transcript Intake Report — 003,DUPLICATE_STRATEGY,strategy duplicate of C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\2026-05-03_-JyH5PAJ4-Y_quantlens_nick_schmidt_weekly_character_change_intake.md,CANSLIM,US_EQUITY,1D,NEEDS_US_EQUITY_DATA,1
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QL_INTAKE_004_Nq_p7Bu1YT0_ariel_rs_leadergroup_swing.md,https://youtu.be/Nq-p7Bu1YT0?si=jA26J6RGZtMXyY4v,Nq-p7Bu1YT0,QuantLens Transcript Intake Report — 004,VALID_INTAKE_REPORT,intake markers present,,US_EQUITY,5m,TESTABLE_OR_REVIEW,1
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QL_INTAKE_005_7UfHg8PpDZk_marios_three_setup_superperformance.md,https://youtu.be/7UfHg8PpDZk?si=0mLL1k1aOKmlfSS4,7UfHg8PpDZk,QuantLens Transcript Intake Report — 005,VALID_INTAKE_REPORT,intake markers present,opening range,US_EQUITY,5m,TESTABLE_OR_REVIEW,1
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QL_INTAKE_006_hVCcVRxaxJY_ajay_jani_sell_rules.md,https://www.youtube.com/watch?v=hVCcVRxaxJY,hVCcVRxaxJY,QuantLens Transcript Intake Report — 006,VALID_INTAKE_REPORT,intake markers present,,US_EQUITY,1D,TESTABLE_OR_REVIEW,1
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QL_INTAKE_007_qz7avJJvnyI_lance_breitstein_deep_work_playbook.md,https://youtu.be/qz7avJJvnyI?si=2SrYXTRZGFXKyX3p,qz7avJJvnyI,QuantLens Transcript Intake Report — 007,VALID_INTAKE_REPORT,intake markers present,,US_EQUITY,1D,TESTABLE_OR_REVIEW,1
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QL_INTAKE_008_UD7gipBWnuY_market_wizards_sell_rules.md,https://www.youtube.com/watch?v=UD7gipBWnuY,UD7gipBWnuY,QuantLens Transcript Intake Report — 008,VALID_INTAKE_REPORT,intake markers present,"Kell,Weinstein",US_EQUITY,1D,TESTABLE_OR_REVIEW,2
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QUANTLENS_DAILY_EXTENSION_ANTI_CHASE_CRITICAL_REPORT.md,https://youtu.be/Yb5lMegA5Hs?si=_zP9cjzTaZN8vh4w,Yb5lMegA5Hs,QUANTLENS TRANSCRIPT INTAKE REPORT — Critical Review,VALID_INTAKE_REPORT,intake markers present,"AVWAP,Kell,Martin Luke",CRYPTO_OR_MULTI,5m,TESTABLE_OR_REVIEW,3
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QUANTLENS_EMA20_50_RETEST_CRITICAL_INTAKE_REPORT.md,https://youtu.be/RHlsVNSM8Aw?si=g54Kry_ryc8pYWPK,RHlsVNSM8Aw,QUANTLENS TRANSCRIPT INTAKE REPORT — Critical Review,VALID_INTAKE_REPORT,intake markers present,"EMA20,EMA50,Martin Luke,VWAP,ema20,ema50",US_EQUITY,5m,TESTABLE_OR_REVIEW,6
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QUANTLENS_MARTIN_LUKE_PULLBACK_INTAKE_REPORT.md,https://youtu.be/VKNEJA5r8zw?si=XIbuUbrJNtP5wjop,VKNEJA5r8zw,QUANTLENS TRANSCRIPT INTAKE REPORT — Martin Luke Pullback / Anchored VWAP System,VALID_INTAKE_REPORT,intake markers present,"Martin Luke,VWAP",US_EQUITY,5m,TESTABLE_OR_REVIEW,2
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QUANTLENS_TY_RAJNUS_MICROCAP_SHORT_INTAKE_REPORT.md,https://youtu.be/bRXO6F_vGjM?si=N4P30T_3_i-IHPP4,bRXO6F_vGjM,QUANTLENS TRANSCRIPT INTAKE REPORT — Ty Rajnus Short-Only System,VALID_INTAKE_REPORT,intake markers present,"Martin Luke,Microcap,VWAP,microcap",US_MICROCAP,1D,NEEDS_US_MICROCAP_DATA,4
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\YT_DLlNDuOTUfQ_Intake_Report_2026-05-03.md,https://youtu.be/DLlNDuOTUfQ?si=_eUc_moFLJqb-qm-`,DLlNDuOTUfQ,YouTube Strategy Transcript Intake Report,VALID_INTAKE_REPORT,intake markers present,"Weinstein,weinstein",US_EQUITY,5m,TESTABLE_OR_REVIEW,2
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\YT_Eb9FkLNJLzs_Intake_Report_2026-05-03.md,https://youtu.be/Eb9FkLNJLzs?si=0aQgV5pBPJoFFund,Eb9FkLNJLzs,YouTube Strategy Intake Report — Eb9FkLNJLzs,VALID_INTAKE_REPORT,intake markers present,"AVWAP,Martin Luke,opening range",US_EQUITY,5m,TESTABLE_OR_REVIEW,3
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\YT_Jew-Algmi0k_Intake_Report_2026-05-03.md,https://youtu.be/Jew-Algmi0k?si=HtYuBVZg6mN58Qt-`,Jew-Algmi0k,YouTube Strategy Transcript Intake Report,VALID_INTAKE_REPORT,intake markers present,"AVWAP,VWAP,Weinstein,avwap",US_MICROCAP,5m,NEEDS_US_MICROCAP_DATA,4
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\YT_m8F3KkBDtC0_Intake_Report_2026-05-03.md,https://www.youtube.com/watch?v=m8F3KkBDtC0,m8F3KkBDtC0,QuantLens Transcript Intake Report,VALID_INTAKE_REPORT,intake markers present,"Kell,ema20",US_MICROCAP,5m,NEEDS_US_MICROCAP_DATA,2
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\YT_oPeTkxTnooA_Intake_Report_2026-05-03.md,https://youtu.be/oPeTkxTnooA?si=ZqwmMZiavzd-9h51,oPeTkxTnooA,YouTube Strategy Intake Report — oPeTkxTnooA,VALID_INTAKE_REPORT,intake markers present,"Martin Luke,opening range",US_EQUITY,5m,TESTABLE_OR_REVIEW,2
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\YT_q43pkYBo1hU_Intake_Report_2026-05-03.md,https://youtu.be/q43pkYBo1hU?si=JM_zb7YAWo5N2rls`,q43pkYBo1hU,YouTube Strategy Transcript Intake Report,VALID_INTAKE_REPORT,intake markers present,,US_EQUITY,5m,TESTABLE_OR_REVIEW,1
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\YT_q4TuaY-ccqA_Intake_Report_2026-05-03.md,https://www.youtube.com/watch?v=q4TuaY-ccqA,q4TuaY-ccqA,YouTube Strategy Intake Report — q4TuaY-ccqA,VALID_INTAKE_REPORT,intake markers present,,US_EQUITY,UNKNOWN,TESTABLE_OR_REVIEW,1
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\YT_UtNrp_Uz9Oc_Intake_Report_2026-05-03.md,https://www.youtube.com/watch?v=UtNrp_Uz9Oc,UtNrp_Uz9Oc,QuantLens Transcript Intake Report,VALID_INTAKE_REPORT,intake markers present,,US_EQUITY,1D,TESTABLE_OR_REVIEW,1
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\YT_VKNEJA5r8zw_Intake_Report_2026-05-03.md,https://youtu.be/VKNEJA5r8zw?si=292-FpdSVMBtGpva,VKNEJA5r8zw,YouTube Strategy Intake Report — VKNEJA5r8zw,DUPLICATE_VIDEO_ID,duplicate of C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QUANTLENS_MARTIN_LUKE_PULLBACK_INTAKE_REPORT.md,"AVWAP,Martin Luke,Opening range,VWAP,microcap,opening range",US_MICROCAP,5m,NEEDS_US_MICROCAP_DATA,6
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\YT_ZK5cnVQ2V3Q_Intake_Report_2026-05-03.md,https://www.youtube.com/watch?v=ZK5cnVQ2V3Q,ZK5cnVQ2V3Q,QuantLens Transcript Intake Report,DUPLICATE_STRATEGY,strategy duplicate of C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\2026-05-03_-JyH5PAJ4-Y_quantlens_nick_schmidt_weekly_character_change_intake.md,CANSLIM,US_MICROCAP,UNKNOWN,NEEDS_US_MICROCAP_DATA,1
